epoch,accuracy,auc,loss,lr,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.023714834824204445,0.41104230284690857,258.60699462890625,<tensorflow.python.keras.optimizer_v2.learning_rate_schedule.PolynomialDecay object at 0x0000020615973910>,0.0006578534375876188,0.1731855869293213,0.0010424710344523191,0.4781204164028168,211.97293090820312,0.0007186837028712034,0.0975506380200386
1,0.0037332235369831324,0.43731456995010376,207.80108642578125,<tensorflow.python.keras.optimizer_v2.learning_rate_schedule.PolynomialDecay object at 0x0000020615973910>,0.0006562201888300478,0.1734248697757721,0.0020598454866558313,0.4763813018798828,202.79933166503906,0.0008962636347860098,0.20128823816776276
2,0.0005721705965697765,0.4600670337677002,199.495361328125,<tensorflow.python.keras.optimizer_v2.learning_rate_schedule.PolynomialDecay object at 0x0000020615973910>,0.0007015937590040267,0.16874966025352478,0.0005875161150470376,0.497741162776947,195.1926727294922,0.0007851895643398166,0.18349012732505798
